IPAddress,Q_RecaptchaScore,Informed Consent ,Gender,Gender_4_TEXT,Age,Ethnicity,Hispanic or Latino,Education,Employment,Income,Residency-State,Residency-Community,Residency-Community_4_TEXT,Current Status,Current Status_4_TEXT,Social Media,Social Media_10_TEXT,Political Ideology _1,Party Affiliation _1,Voting,Criminal Record,Criminal Record_3_TEXT,Q127_First Click,Q127_Last Click,Q127_Page Submit,Q127_Click Count,G1-Pew-ABRTLGL,G1-Pew-ABRTN_MED,G1-Pew-ABORTION3,G1-Pew-ABORTION4,G2-ImmigrationPop,G2-ImmigrationPolicy,G2-ImmPolicyImpact,Q128_First Click,Q128_Last Click,Q128_Page Submit,Q128_Click Count,G2-DV1,G2-DV2,G2-DV3-6_1,G2-DV3-6_2,G2-DV3-6_3,G2-DV3-6_4,Q129_First Click,Q129_Last Click,Q129_Page Submit,Q129_Click Count,G3-Express,G3-Backlash,Q130_First Click,Q130_Last Click,Q130_Page Submit,Q130_Click Count,G4-Fair,G4-Trust,G4-Decision,G5-PreT-USCourtTrust,G5-PreT-IOTrust,G5-PreT-IOparticipat,G5-PreT-InterCase,G5-PreT-ICCfimiliar,Q131_First Click,Q131_Last Click,Q131_Page Submit,Q131_Click Count,G5-PostT-Relaible,G5-PostT-Fair,G5-PostT-Effective,G5-PostT-Political,Manipulation Check,Manipulation Check_DO,rid,zip,Create New Field or Choose From Dropdown...,Group1-Abortion_DO,Group2-Immigration-PostT_DO,Group3-Speech_DO,Group4-SCOTUS_DO,Group5-ICC-PostT_DO
70.172.114.239,0.8999999761581421,Yes,Female,,1957,White,Not Hispanic or Latino,High school diploma or GED,Working full-time,"$100,000-$149,999",Arizona,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Somewhat Conservative,Lean Democrat,Democratic candidate,No,,46.931,80.874,81.581,10,Legal in most cases,Legal,Somewhat easy,Easier than it is now,A small population,Somewhat adequate,Not at all,51.367,86.157,86.886,11,About the same,About the same,Disagree,Disagree,Disagree,Disagree,29.363,43.185,44.252,6,2,2,105.054,140.176,140.687,16,10-Most Fair,5,Yes,A moderate amount,Some,Extremely important,Only if it serves U.S. interests,"Heard of it, but don’t know much",32.342,47.497,48.134,10,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,AI application in campaign finance|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|Expressing opinions on a political issue,68110ee8-7f7d-07a0-a40d-f487826743d6,85351,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-1L8C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
174.100.134.147,1,Yes,Female,,1959,White,Not Hispanic or Latino,Associates or technical degree,Retired,"$25,000-$49,999",Ohio,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Moderate,Republican,Republican candidate,No,,6.483,28.515,31.502,5,Legal in most cases,Legal,Somewhat difficult,Harder than it is now,A small population,Neither adequate nor inadequate,Not at all,26.299,62.28,63.483,8,About the same,About the same,Disagree,Disagree,Disagree,Disagree,15.007,23.778,38.201,4,3,3,5.348,26.42,31.401,8,5,6,No,A moderate amount,Some,Somewhat important,Only if it serves U.S. interests,"Heard of it, but don’t know much",4.154,30.354,31.727,6,Neutral,Neutral,Neutral,Neutral,Immigration policy and law enforcement,Immigration policy and law enforcement|Expressing opinions on a political issue|AI application in campaign finance|A case decided by the U.S. Supreme Court,6811109d-203d-33de-bc02-598cb127dcf6,44312,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-1L8C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
50.80.88.130,1,Yes,Male,,1947,Black or African American,Not Hispanic or Latino,High school diploma or GED,Working full-time,"$25,000-$49,999",Alabama,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Moderate,Lean Republican,Republican candidate,No,,45.271,73.435,78.878,4,Illegal in most cases,Illegal,Somewhat easy,Harder than it is now,Not at all,Very adequate,Not at all,14.994,28.62,31.902,6,Decreased,Somewhat safer,Disagree,Disagree,Disagree,Disagree,37.673,42.967,44.313,2,1-Not Very Likely,1-Not Very Likely,21.591,31.226,32.709,3,10-Most Fair,10-Completely trust,No,A moderate amount,Some,Somewhat important,"No, the U.S. should stay out","Heard of it, but don’t know much",27.279,34.523,36.023,4,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,AI application in campaign finance|Expressing opinions on a political issue|Immigration policy and law enforcement|A case decided by the U.S. Supreme Court,6811129a-70c8-8541-8e40-34ef1d6164b9,36426,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
162.204.57.60,1,Yes,Female,,1966,White,Not Hispanic or Latino,High school diploma or GED,A homemaker or stay-at-home parent,"$25,000-$49,999",Illinois,Suburban,,Yes - I was a naturalized citizen.,,Facebook,,Moderate,Lean Republican,Republican candidate,No,,8.997,34.947,38.507,4,Legal in most cases,Legal,Somewhat easy,Easier than it is now,A small population,Somewhat inadequate,lightly impacted,3.837,29.798,31.74,6,Increased,Somewhat safer,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,1.935,34.807,38.217,5,7,6,5.681,12.322,31.626,3,7,9,No,A moderate amount,Some,Somewhat important,"No, the U.S. should stay out",Somewhat familiar,14.634,27.751,31.501,4,Somewhat reliable,Very fair,Very effective,Somewhat unbiased,A case decided by the U.S. Supreme Court,AI application in campaign finance|Expressing opinions on a political issue|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement,681112fa-d537-5cd0-d299-12afebc1fddd,60140,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
162.225.186.247,1,Yes,Female,,1943,White,Not Hispanic or Latino,"Some college, but no degree",Retired,"$25,000-$49,999",Michigan,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Somewhat Conservative,Lean Republican,Republican candidate,No,,70.642,164.398,166.288,8,Illegal in most cases,Illegal,Somewhat easy,Harder than it is now,A moderate population,Somewhat inadequate,Not at all,31.734,231.612,284.12,10,Decreased,Somewhat safer,Disagree,Disagree,Neither agree nor disagree,Agree,24.329,65.843,67.44,5,1-Not Very Likely,10 -Very Likely,232.311,279.588,310.163,7,10-Most Fair,10-Completely trust,No,A moderate amount,Very little,Not very important,Only if it serves U.S. interests,Somewhat familiar,53.066,162.48,163.544,14,Somewhat reliable,Somewhat fair,Somewhat ineffective,Somewhat biased,AI application in campaign finance,Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|AI application in campaign finance,68110e15-44bb-9e4d-9a34-319997ce17c6,48101,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
50.80.88.130,1,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6811129a-70c8-8541-8e40-34ef1d6164b9,36426,,,,,,
173.67.29.32,0.8999999761581421,Yes,Female,,1944,White,Not Hispanic or Latino,Bachelor’s degree,Working part-time,"$50,000-$74,999",Maryland,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Very Liberal,Strong Democrat,Democratic candidate,No,,2.156,14.415,31.427,4,Legal  in all cases,Legal,Somewhat easy,About what it is now,A moderate population,Somewhat adequate,lightly impacted,16.081,35.274,36.632,6,About the same,About the same,Strongly disagree,Strongly disagree,Strongly disagree,Agree,4.071,11.445,87.183,2,10 -Very Likely,1-Not Very Likely,19.195,29.806,31.161,4,10-Most Fair,2,No,A moderate amount,Some,Very important,"No, the U.S. should stay out","Heard of it, but don’t know much",13.347,26.631,31.352,4,Somewhat reliable,Neutral,Somewhat ineffective,Neutral,AI application in campaign finance,AI application in campaign finance|Immigration policy and law enforcement|Expressing opinions on a political issue|A case decided by the U.S. Supreme Court,6811116d-6ecd-ba98-d579-bfca80195a8e,21208,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
73.189.67.18,0.8999999761581421,Yes,Female,,1953,White,Not Hispanic or Latino,"Some college, but no degree",Retired,"$50,000-$74,999",California,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Moderate,Republican,Democratic candidate,No,,2.863,37.581,38.406,24,Legal in most cases,Legal,Somewhat easy,About what it is now,A small population,Neither adequate nor inadequate,Not at all,1.383,48.937,49.922,14,Increased,About the same,Neither agree nor disagree,Disagree,Neither agree nor disagree,Disagree,2.058,34.924,35.825,15,3,2,3.172,34.138,35.032,8,9,9,No,A great deal,Some,Very important,Only if it serves U.S. interests,"Heard of it, but don’t know much",7.582,36.439,36.818,22,Neutral,Somewhat fair,Neutral,Neutral,AI application in campaign finance,A case decided by the U.S. Supreme Court|AI application in campaign finance|Expressing opinions on a political issue|Immigration policy and law enforcement,681112f3-aece-b46e-43a3-c4cd93106383,94553,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-3L6C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
207.135.201.12,0.8999999761581421,Yes,Female,,1996,Black or African American,Not Hispanic or Latino,Associates or technical degree,Working part-time,"$75,000-$99,999",Nevada,Urban,,Yes - I was a naturalized citizen.,,Youtube,,Moderate,Republican,Republican candidate,No,,6.408,22.294,31.204,4,Legal  in all cases,Legal,Somewhat difficult,Easier than it is now,A moderate population,Somewhat adequate,Extremely impacted,9.478,57.324,58.263,8,Increased,About the same,Disagree,Strongly disagree,Agree,Strongly agree,4.918,6.189,31.483,2,7,8,20.098,29.322,31.334,3,7,9,Yes,A moderate amount,A great deal,Extremely important,"Yes, even without direct U.S. interest",Somewhat familiar,39.824,93.532,94.745,5,Somewhat reliable,Somewhat fair,Somewhat effective,Somewhat biased,AI application in campaign finance,Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|AI application in campaign finance,68111039-8238-813e-0c3c-3a49317a5209,89511,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Family|G3-Express|G3-Backlash|Q129,G4-1L8C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
136.226.72.188,0.8999999761581421,Yes,Male,,1992,White,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,"$150,000 or more",Massachusetts,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Instagram,,Somewhat Liberal,Lean Republican,Democratic candidate,No,,0.707,56.012,56.732,16,Illegal in all cases,Illegal,Somewhat difficult,Easier than it is now,A small population,Somewhat inadequate,lightly impacted,1.682,18.553,31.323,15,Increased,Somewhat safer,Agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,0.935,32.9,35.659,13,3,3,0.989,5.151,31.473,7,5,4,No,A moderate amount,A great deal,Somewhat important,Only if it serves U.S. interests,"Heard of it, but don’t know much",1.013,8.12,44.544,12,Somewhat unreliable,Somewhat fair,Neutral,Neutral,A case decided by the U.S. Supreme Court,Expressing opinions on a political issue|A case decided by the U.S. Supreme Court|AI application in campaign finance|Immigration policy and law enforcement,68110ece-af3f-be9e-26a4-05d6c60db011,02127,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
216.73.144.14,1,Yes,Female,,1965,White,Not Hispanic or Latino,Associates or technical degree,A homemaker or stay-at-home parent,"$50,000-$74,999",Louisiana,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,TikTok,,Very Concservative,Strong Republican,Republican candidate,No,,40.553,179.195,180.796,11,Illegal in all cases,Illegal,Very difficult,Harder than it is now,A small population,Neither adequate nor inadequate,Significantly impacted,37.308,66.255,67.257,10,Increased,Much more dangerous,Strongly agree,Strongly agree,Strongly agree,Strongly agree,25.048,36.099,37.049,6,10 -Very Likely,5,42.153,112.495,113.499,12,1-Least Fair,1-Not trust at all,Yes,Not too much,None at all,Not important at all,"No, the U.S. should stay out",Somewhat familiar,6.642,32.261,33.576,20,Somewhat unreliable,Somewhat unfair,Very ineffective,Completely unbiased,AI application in campaign finance,A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|AI application in campaign finance|Expressing opinions on a political issue,681112ee-7d02-60af-c378-8ca3881fde31,70582,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
70.59.236.80,1,Yes,Female,,1958,White,Not Hispanic or Latino,Bachelor’s degree,Retired,"$25,000-$49,999",Arizona,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Very Liberal,Strong Democrat,Democratic candidate,No,,33.008,60.79,62.258,7,Legal in most cases,Legal,Somewhat difficult,Easier than it is now,A moderate population,Very adequate,Somewhat,24.504,116.371,118.169,18,About the same,About the same,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,28.572,38.378,40.689,2,3,8,92.996,126.398,128.699,18,9,2,Yes,Not too much,Some,Extremely important,Unsure,"Heard of it, but don’t know much",19.349,42.628,44.086,15,Neutral,Somewhat fair,Neutral,Neutral,AI application in campaign finance,A case decided by the U.S. Supreme Court|AI application in campaign finance|Expressing opinions on a political issue|Immigration policy and law enforcement,681112e8-10ed-6af6-516f-973e274c4469,86335,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
74.130.244.180,1,Yes,Female,,1946,White,Not Hispanic or Latino,Associates or technical degree,Retired,"$50,000-$74,999",Kentucky,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Very Concservative,Strong Republican,Republican candidate,No,,71.009,373.455,376.176,6,Illegal in most cases,Illegal,Very difficult,About what it is now,A small population,Very adequate,Not at all,53.076,78.955,80.981,7,About the same,About the same,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,23.696,28.632,31.852,2,5,5,38.406,61.456,68.577,3,10-Most Fair,9,No,A great deal,Some,Somewhat important,"No, the U.S. should stay out","Heard of it, but don’t know much",23.732,596.756,599.695,10,Very reliable,Very fair,Very ineffective,Neutral,AI application in campaign finance,A case decided by the U.S. Supreme Court|AI application in campaign finance|Expressing opinions on a political issue|Immigration policy and law enforcement,68111061-8bdc-5a8e-4ac0-1e7008af71c2,42104,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-3L6C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
108.194.141.197,0.6000000238418579,Yes,Female,,1961,White,Not Hispanic or Latino,High school diploma or GED,Retired,"Less than $25,000",Michigan,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Somewhat Conservative,Republican,Republican candidate,No,,1.269,41.531,42.243,10,Illegal in most cases,Illegal,Somewhat difficult,Harder than it is now,A small population,Neither adequate nor inadequate,Not at all,2.554,53.102,53.883,11,About the same,About the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,21.247,30.05,31.116,4,5,2,11.785,34.979,35.614,6,4,3,Yes,A moderate amount,How much do you generally trust international organizations to act in good faith?,Somewhat important,Only if it serves U.S. interests,"Heard of it, but don’t know much",79.129,83.571,84.215,8,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|AI application in campaign finance,68111350-4e63-d8c7-7219-1cbdcda9fc9f,49424,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-1L8C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
188.191.101.194,0.8999999761581421,Yes,Male,,1995,White,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$75,000-$99,999",Florida,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Instagram,,Somewhat Liberal,Republican,Republican candidate,No,,16.918,332.619,335.225,9,Illegal in most cases,Illegal,Somewhat difficult,Harder than it is now,A moderate population,Somewhat inadequate,Not at all,94.191,265.051,268.021,11,Increased,Somewhat more dangerous,Neither agree nor disagree,Agree,Agree,Disagree,140.201,317.7,319.138,6,8,7,46.523,330.987,332.402,7,6,8,Yes,A great deal,A great deal,Extremely important,"Yes, even without direct U.S. interest","Heard of it, but don’t know much",60.564,231.887,233.744,12,Somewhat reliable,Very fair,Very effective,Somewhat unbiased,AI application in campaign finance,Expressing opinions on a political issue|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|AI application in campaign finance,68110eed-0ece-3ba9-ea93-569a34dc7928,40741,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
71.142.110.198,0.8999999761581421,Yes,Male,,1952,White,Not Hispanic or Latino,Bachelor’s degree,Retired,"$25,000-$49,999",Texas,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,X (twitter),,Somewhat Conservative,Independent,Republican candidate,No,,7.767,39.206,41.05,4,Illegal in all cases,Illegal,Somewhat easy,Harder than it is now,A large population,Not at all adequate,lightly impacted,24.879,59.657,61.153,7,Decreased,Somewhat safer,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,25.732,39.214,40.799,3,4,7,51.905,69.595,71.644,5,10-Most Fair,7,No,A moderate amount,Very little,Not very important,Only if it serves U.S. interests,"Heard of it, but don’t know much",17.331,33.081,34.548,4,Neutral,Neutral,Somewhat ineffective,Somewhat biased,AI application in campaign finance,AI application in campaign finance|Expressing opinions on a political issue|Immigration policy and law enforcement|A case decided by the U.S. Supreme Court,68111652-913f-5765-7c83-8104ba17accc,77008,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-3L6C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
50.121.14.68,0.6000000238418579,Yes,Female,,1972,White,Not Hispanic or Latino,High school diploma or GED,A homemaker or stay-at-home parent,"$100,000-$149,999",Indiana,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Somewhat Conservative,Republican,Republican candidate,No,,43.801,97.774,99.339,11,Legal in most cases,Legal,Somewhat difficult,Easier than it is now,A small population,Somewhat inadequate,Not at all,30.901,90,92.731,11,Decreased,Somewhat safer,Agree,Agree,Agree,Agree,31.301,40.901,42.015,2,6,5,40.986,70.601,72.115,7,7,5,Yes,A moderate amount,Some,Very important,Only if it serves U.S. interests,"Heard of it, but don’t know much",38.101,87.045,88.245,9,Somewhat unreliable,Neutral,Somewhat ineffective,Somewhat biased,AI application in campaign finance,A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|AI application in campaign finance|Expressing opinions on a political issue,681115e9-f48e-5e43-922a-9519f7e5841c,47325,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Family|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
98.23.71.21,1,Yes,Female,,1942,White,Not Hispanic or Latino,"Some college, but no degree",Retired,"Less than $25,000",Texas,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Very Concservative,Strong Republican,Republican candidate,No,,6.577,45.804,48.451,4,Illegal in most cases,Illegal,Somewhat difficult,Harder than it is now,A small population,Very adequate,Not at all,49.792,125.589,127.285,6,Increased,Much more dangerous,Agree,Agree,Agree,Agree,14.272,20.295,33.287,2,5,5,48.824,73.131,74.752,3,7,7,No,A moderate amount,Very little,Somewhat important,Only if it serves U.S. interests,"Heard of it, but don’t know much",52.249,69.577,71.018,4,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|AI application in campaign finance|Immigration policy and law enforcement,68111820-a2de-acf5-0abb-a7b034e6530b,75569,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
166.182.85.173,0.8999999761581421,Yes,Female,,1959,White,Not Hispanic or Latino,High school diploma or GED,Retired,"$25,000-$49,999",North Carolina,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Moderate,Independent,Republican candidate,No,,24.357,77.335,78.5,10,Legal in most cases,Legal,Very difficult,About what it is now,A small population,Somewhat inadequate,lightly impacted,19.516,63.908,65.017,16,Decreased,Somewhat safer,Disagree,Disagree,Disagree,Disagree,18.132,27.525,31.248,4,1-Not Very Likely,1-Not Very Likely,12.107,44.346,45.601,9,1-Least Fair,1-Not trust at all,Yes,Not too much,Very little,Not very important,"No, the U.S. should stay out",Somewhat familiar,12.389,30.073,31.25,13,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,Expressing opinions on a political issue|AI application in campaign finance|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement,68111892-e79d-c6a8-9ebb-d92bf4d2ca39,28705,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Family|G3-Express|G3-Backlash|Q129,G4-1L8C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
