Progress,Duration (in seconds),Finished,LocationLatitude,LocationLongitude,UserLanguage,Q_RecaptchaScore,Informed Consent ,Gender,Gender_4_TEXT,Age,Ethnicity,Hispanic or Latino,Education,Employment,Income,Residency-State,Residency-Community,Residency-Community_4_TEXT,Current Status,Current Status_4_TEXT,Social Media,Social Media_10_TEXT,Political Ideology _1,Party Affiliation _1,Voting,Criminal Record,Criminal Record_3_TEXT,Q127_First Click,Q127_Last Click,Q127_Page Submit,Q127_Click Count,G1-Pew-ABRTLGL,G1-Pew-ABRTN_MED,G1-Pew-ABORTION3,G1-Pew-ABORTION4,G2-ImmigrationPop,G2-ImmigrationPolicy,G2-ImmPolicyImpact,Q128_First Click,Q128_Last Click,Q128_Page Submit,Q128_Click Count,G2-DV1,G2-DV2,G2-DV3-6_1,G2-DV3-6_2,G2-DV3-6_3,G2-DV3-6_4,Q129_First Click,Q129_Last Click,Q129_Page Submit,Q129_Click Count,G3-Express,G3-Backlash,Q130_First Click,Q130_Last Click,Q130_Page Submit,Q130_Click Count,G4-Fair,G4-Trust,G4-Decision,G5-PreT-USCourtTrust,G5-PreT-IOTrust,G5-PreT-IOparticipat,G5-PreT-InterCase,G5-PreT-ICCfimiliar,Q131_First Click,Q131_Last Click,Q131_Page Submit,Q131_Click Count,G5-PostT-Relaible,G5-PostT-Fair,G5-PostT-Effective,G5-PostT-Political,Manipulation Check,Manipulation Check_DO,rid,zip,Create New Field or Choose From Dropdown...,Group1-Abortion_DO,Group2-Immigration-PostT_DO,Group3-Speech_DO,Group4-SCOTUS_DO,Group5-ICC-PostT_DO
100,413,TRUE,30.3586,-90.0561,EN,0.8999999761581421,Yes,Male,,1984,White,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$150,000 or more",Louisiana,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Instagram,,Moderate,Lean Democrat,Democratic candidate,No,,1.213,29.476,31.286,13,Legal in most cases,Legal,Very difficult,Easier than it is now,A moderate population,Somewhat inadequate,Significantly impacted,4.234,44.58,45.601,13,About the same,About the same,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,6.885,24.291,31.601,9,10 -Very Likely,7,11.45,48.532,49.646,8,9,5,No,A moderate amount,Very little,Very important,"Yes, even without direct U.S. interest",Somewhat familiar,2.657,32.864,34.324,11,Somewhat unreliable,Somewhat unfair,Somewhat ineffective,Neutral,AI application in campaign finance,AI application in campaign finance|Expressing opinions on a political issue|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement,6818af47-f50b-2e9b-c1cc-179b2aeee8ca,70448,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Family|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,282,TRUE,26.824,-81.9547,EN,0.8999999761581421,Yes,Male,,1969,White,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$150,000 or more",Minnesota,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Moderate,Independent,Republican candidate,No,,1.691,29.527,31.563,16,Legal  in all cases,Legal,Somewhat easy,Easier than it is now,A moderate population,Somewhat adequate,Significantly impacted,4.621,33.237,34.7,23,About the same,About the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,4.017,30.069,31.127,16,6,5,1.522,30.389,31.701,20,4,9,Yes,A moderate amount,Very little,Somewhat important,Only if it serves U.S. interests,Somewhat familiar,1.202,13.642,43.2,12,Somewhat reliable,Somewhat fair,Somewhat effective,Somewhat unbiased,AI application in campaign finance,Expressing opinions on a political issue|AI application in campaign finance|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement,6818afc9-4623-c011-a9d0-105e334b75af,55404,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-3L6C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,378,TRUE,40.1788,-77.0047,EN,0.8999999761581421,Yes,Female,,1986,White,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$150,000 or more",Pennsylvania,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Somewhat Conservative,Lean Republican,Republican candidate,No,,3.604,62.838,63.318,13,Legal in most cases,Legal,Somewhat easy,About what it is now,A small population,Neither adequate nor inadequate,Somewhat,3.865,53.311,55.081,11,About the same,About the same,Disagree,Disagree,Disagree,Disagree,11.946,39.364,40.9,30,6,3,6.359,61.882,62.453,12,8,6,Yes,A moderate amount,Some,Very important,Only if it serves U.S. interests,"Heard of it, but don’t know much",7.5,27.046,31.451,13,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|AI application in campaign finance|Expressing opinions on a political issue,6818af71-6f97-0f74-baa3-03b799553d9a,17055,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,358,TRUE,40.7251,-73.2454,EN,1,Yes,Female,,1962,White,Not Hispanic or Latino,High school diploma or GED,Working full-time,"$150,000 or more",New York,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Somewhat Conservative,Independent,Republican candidate,No,,2.206,50.02,50.97,13,Illegal in most cases,Legal,Somewhat easy,Harder than it is now,A small population,Somewhat adequate,Not at all,20.137,53.143,53.7,15,About the same,About the same,Disagree,Disagree,Agree,Neither agree nor disagree,7.368,30.407,32.801,14,2,9,3.122,40.27,40.901,11,10-Most Fair,9,No,A great deal,Some,Somewhat important,Unsure,"Heard of it, but don’t know much",3.069,34.413,36.179,19,Neutral,Somewhat fair,Neutral,Somewhat biased,AI application in campaign finance,Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|AI application in campaign finance,6818af88-3903-078d-89ea-2f5b631d25c5,11751,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,402,TRUE,34.6581,-88.5667,EN,0.5,Yes,Male,,1966,White,Not Hispanic or Latino,Some high school or less,Other,"$25,000-$49,999",Mississippi,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Very Liberal,Independent,Neither - did not vote/voted for an independent candidate,No,,1.834,66.313,67.48,34,Legal in most cases,Legal,Very difficult,Easier than it is now,A very large population,Not at all adequate,lightly impacted,1.568,48.624,50.046,31,Increased,Somewhat more dangerous,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,8.213,36.518,37.348,21,10 -Very Likely,5,2.589,58.126,59.557,29,10-Most Fair,9,Yes,A moderate amount,Some,Somewhat important,"Yes, even without direct U.S. interest","Heard of it, but don’t know much",8.762,39.619,40.288,23,Neutral,Neutral,Somewhat effective,Neutral,AI application in campaign finance,A case decided by the U.S. Supreme Court|AI application in campaign finance|Expressing opinions on a political issue|Immigration policy and law enforcement,6818af60-d87b-4e5c-389a-6bc4fd638ed8,38829,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-1L8C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,370,TRUE,26.9146,-82.0559,EN,1,Yes,Female,,1961,White,Not Hispanic or Latino,"Some college, but no degree",Retired,"$100,000-$149,999",Florida,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Moderate,Republican,Republican candidate,No,,8.82,35.952,37.203,4,Legal  in all cases,Legal,Very difficult,Easier than it is now,A large population,Somewhat inadequate,Not at all,13.328,43.68,44.901,7,Increased,About the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,24.177,31.831,33.149,2,6,4,27.293,38.105,39.001,3,10-Most Fair,10-Completely trust,Yes,A moderate amount,Some,Somewhat important,Only if it serves U.S. interests,"Heard of it, but don’t know much",5.557,34.647,40.405,5,Neutral,Neutral,Neutral,Somewhat biased,A case decided by the U.S. Supreme Court,Immigration policy and law enforcement|AI application in campaign finance|Expressing opinions on a political issue|A case decided by the U.S. Supreme Court,6818af87-1176-2fc2-b2cd-dd233a6edc87,33948,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,340,TRUE,40.8905,-74.0504,EN,0.800000012,Yes,Female,,1988,White,Not Hispanic or Latino,Associates or technical degree,Working part-time,"$25,000-$49,999",New York,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Prefer not to answer,Independent,Neither - did not vote/voted for an independent candidate,No,,0.857,38.836,39.655,9,Legal in most cases,Legal,Somewhat easy,Easier than it is now,A small population,Neither adequate nor inadequate,Not at all,0.824,60.521,61.273,17,Increased,About the same,Disagree,Disagree,Agree,Disagree,1.691,30.94,32.474,32,1-Not Very Likely,1-Not Very Likely,0.854,31.05,34.132,13,10-Most Fair,1-Not trust at all,No,Not at all,None at all,Somewhat important,"Yes, even without direct U.S. interest",Somewhat familiar,1.829,30.859,32.826,14,Neutral,Somewhat unfair,Somewhat ineffective,Neutral,AI application in campaign finance,Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|AI application in campaign finance|Expressing opinions on a political issue,6818afab-0e73-ed5e-2698-6e11a6e8d8cb,13126,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,481,TRUE,37.3825,-79.2181,EN,0.699999988,Yes,Male,,1998,White,Not Hispanic or Latino,High school diploma or GED,Unemployed and looking for work,"Less than $25,000",Virginia,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Moderate,Independent,Neither - did not vote/voted for an independent candidate,No,,1.858,50.163,51.078,8,Legal  in all cases,Legal,Somewhat difficult,Easier than it is now,A moderate population,Somewhat inadequate,Not at all,0.783,58.3,59.185,11,Decreased,About the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,3.067,25.833,31.239,8,3,7,1.696,90.8,91.521,13,8,6,No,A moderate amount,How much do you generally trust international organizations to act in good faith?,Somewhat important,"No, the U.S. should stay out",Somewhat familiar,9.004,25.785,31.021,8,Neutral,Neutral,Neutral,Neutral,AI application in campaign finance,A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|Expressing opinions on a political issue|AI application in campaign finance,6818af1b-807c-1265-9235-721279c28093,24012,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Family|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,358,TRUE,28.2733,-81.1999,EN,0.8999999761581421,Yes,Female,,1985,Black or African American,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working part-time,"$50,000-$74,999",Florida,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Instagram,,Somewhat Liberal,Democrat,Democratic candidate,No,,4.618,52.366,53.301,14,Legal  in all cases,Legal,Very difficult,Easier than it is now,A small population,Neither adequate nor inadequate,Not at all,3.421,47.634,48.756,14,About the same,About the same,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,7.107,29.874,32.632,19,6,7,5.478,58.886,60.831,20,7,5,Yes,Not too much,Some,Somewhat important,Only if it serves U.S. interests,"Heard of it, but don’t know much",7.924,31.16,32.187,14,Somewhat reliable,Somewhat fair,Somewhat ineffective,Somewhat biased,AI application in campaign finance,AI application in campaign finance|Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|Expressing opinions on a political issue,6818af9a-8fec-98e3-92ba-39792de071dc,34769,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Family|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,516,TRUE,38.8315,-77.1199,EN,1,Yes,Female,,1997,White,Not Hispanic or Latino,Bachelor’s degree,Working full-time,"$150,000 or more",Maryland,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Somewhat Conservative,Lean Republican,Republican candidate,No,,31.299,89.824,90.461,22,Illegal in most cases,Illegal,Somewhat easy,Harder than it is now,A small population,Neither adequate nor inadequate,Not at all,1.585,43.451,44.68,16,About the same,About the same,Disagree,Strongly disagree,Agree,Disagree,5.252,28.298,50.376,13,3,6,21.602,49.092,49.522,14,10-Most Fair,9,No,A moderate amount,A great deal,Very important,"Yes, even without direct U.S. interest",Very familiar,6.658,20.503,38.022,11,Somewhat reliable,Somewhat fair,Somewhat ineffective,Somewhat biased,AI application in campaign finance,AI application in campaign finance|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|Expressing opinions on a political issue,6818aeff-5424-e7ed-d47b-3c8e8e1d425f,20732,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T1|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,368,TRUE,42.4325,-79.3329,EN,1,Yes,Female,,1963,White,Not Hispanic or Latino,Bachelor’s degree,Retired,"$25,000-$49,999",New York,Rural,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Somewhat Liberal,Strong Democrat,Democratic candidate,No,,25.186,43.994,45.016,4,Legal in most cases,Legal,Somewhat easy,About what it is now,A small population,Somewhat adequate,Not at all,13.578,31.106,32.398,6,About the same,About the same,Strongly disagree,Strongly disagree,Disagree,Disagree,8.233,20.577,36.597,3,2,4,23.756,37.452,38.359,3,9,5,No,A great deal,Some,Extremely important,Unsure,"Heard of it, but don’t know much",17.519,30.039,39.507,4,Somewhat unreliable,Somewhat fair,Somewhat ineffective,Neutral,AI application in campaign finance,AI application in campaign finance|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|Expressing opinions on a political issue,6818af97-9841-11a1-44ca-a807a030b43f,14063,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-3L6C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,367,TRUE,32.6537,-97.3742,EN,0.8999999761581421,Yes,Male,,1987,White,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,"$100,000-$149,999",Texas,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Youtube,,Moderate,Lean Republican,Republican candidate,No,,1.301,32.156,32.165,16,Legal in most cases,Legal,Somewhat difficult,Harder than it is now,A moderate population,Somewhat inadequate,lightly impacted,1.456,63.553,65.901,17,About the same,Somewhat safer,Agree,Neither agree nor disagree,Agree,Agree,23.196,34.914,35.493,7,3,3,2.157,14.278,36.044,9,6,3,Yes,A moderate amount,Very little,Somewhat important,Only if it serves U.S. interests,"Heard of it, but don’t know much",2.303,23.973,32.756,14,Neutral,Neutral,Neutral,Somewhat biased,Expressing opinions on a political issue,AI application in campaign finance|Expressing opinions on a political issue|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement,6818af9e-e7d7-6433-8f74-902bbba34657,76065,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,350,TRUE,40.7938,-74.4878,EN,0.8999999761581421,Yes,Male,,35,White,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,"$150,000 or more",New Jersey,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,TikTok,,Very Concservative,Republican,Republican candidate,No,,0.859,31.388,31.3,10,Illegal in most cases,Not sure,Somewhat easy,Harder than it is now,A large population,Not at all adequate,Not at all,1.707,29.998,31.325,12,Decreased,Much more safer,Agree,Agree,Agree,Neither agree nor disagree,5.695,20.7,33.144,8,7,5,12.738,47.911,47.93,11,9,7,Yes,Not too much,Very little,Not very important,"No, the U.S. should stay out","Heard of it, but don’t know much",10.276,35.368,36.7,12,Neutral,Somewhat unfair,Somewhat ineffective,Somewhat unbiased,AI application in campaign finance,Expressing opinions on a political issue|A case decided by the U.S. Supreme Court|Immigration policy and law enforcement|AI application in campaign finance,6818afb9-3f0c-e6ed-e044-38eb635ee54c,07950,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-InClass|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T3|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,375,TRUE,39.5082,-84.3987,EN,0.8999999761581421,Yes,Female,,1986,White,Not Hispanic or Latino,Bachelor’s degree,A homemaker or stay-at-home parent,"$100,000-$149,999",Ohio,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Somewhat Conservative,Lean Republican,Republican candidate,No,,4.211,60.624,60.642,16,Illegal in most cases,Illegal,Somewhat difficult,About what it is now,A small population,Very adequate,Not at all,1.648,46.063,46.496,22,About the same,About the same,Disagree,Disagree,Disagree,Neither agree nor disagree,18.051,34.161,36.687,13,2,2,1.426,28.053,31.862,9,8,8,No,A moderate amount,Some,Somewhat important,"No, the U.S. should stay out","Heard of it, but don’t know much",6.401,26.042,36.979,12,Neutral,Somewhat unfair,Somewhat ineffective,Somewhat biased,AI application in campaign finance,Expressing opinions on a political issue|Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|AI application in campaign finance,6818afa6-9f21-79f7-336d-08308ef6142a,45050,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,466,TRUE,39.3046,-76.6412,EN,0.8999999761581421,Yes,Female,,1987,Black or African American,Not Hispanic or Latino,High school diploma or GED,Working full-time,"$25,000-$49,999",Maryland,Urban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,TikTok,,Moderate,Democrat,Democratic candidate,No,,2.127,79.686,80.687,8,Legal in most cases,Legal,Somewhat easy,About what it is now,A very large population,Neither adequate nor inadequate,Not at all,8.575,52.27,53.323,11,Increased,About the same,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,21.535,42.411,43.828,5,5,3,0.936,44.529,45.42,12,5,2,No,A moderate amount,None at all,Somewhat important,Only if it serves U.S. interests,Somewhat familiar,36.497,52.157,52.175,10,Very reliable,Very fair,Somewhat effective,Neutral,AI application in campaign finance,AI application in campaign finance|Immigration policy and law enforcement|A case decided by the U.S. Supreme Court|Expressing opinions on a political issue,6818af47-c67b-3710-dde8-c33a16ea6dd6,21217,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-StudentOrg|G3-Express|G3-Backlash|Q129,G4-6L3C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,379,TRUE,34.8627,-82.3186,EN,0.4000000059604645,Yes,Male,,1985,White,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,"$100,000-$149,999",South Carolina,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,X (twitter),,Moderate,Lean Democrat,Democratic candidate,No,,12.589,42.288,42.876,14,Legal in most cases,Legal,Very difficult,Easier than it is now,A large population,Very adequate,Not at all,9.351,30.292,31.401,20,About the same,About the same,Disagree,Disagree,Disagree,Disagree,5.418,40.066,40.8,17,8,7,13.743,34.883,35.688,15,9,5,Yes,Not too much,Some,Somewhat important,Unsure,"Heard of it, but don’t know much",14.695,63.584,64.786,18,Somewhat unreliable,Somewhat fair,Somewhat ineffective,Neutral,AI application in campaign finance,A case decided by the U.S. Supreme Court|Expressing opinions on a political issue|Immigration policy and law enforcement|AI application in campaign finance,6818af99-b273-a86a-a2a9-00aa113f128f,29073,,G1-Delay|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-Full-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-4L4C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,360,TRUE,41.452,-81.6146,EN,0.699999988,Yes,Female,,1977,White,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Working full-time,"$75,000-$99,999",Ohio,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,Facebook,,Very Liberal,Strong Democrat,Democratic candidate,No,,1.183,30.43,30.824,18,Legal  in all cases,Legal,Somewhat difficult,Easier than it is now,A small population,Very adequate,Not at all,13.599,47.243,48.769,21,About the same,About the same,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,7.699,35.384,36.035,17,10 -Very Likely,1-Not Very Likely,21.9,49.764,50.466,13,10-Most Fair,7,Yes,A moderate amount,Some,Extremely important,"Yes, even without direct U.S. interest","Heard of it, but don’t know much",3.486,20.675,30.849,12,Neutral,Neutral,Neutral,Somewhat biased,AI application in campaign finance,Immigration policy and law enforcement|Expressing opinions on a political issue|A case decided by the U.S. Supreme Court|AI application in campaign finance,6818afbf-7bbb-e011-df18-4cab42eae011,44647,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Friends|G3-Express|G3-Backlash|Q129,G4-1L8C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-NormativePolicyPr|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
100,427,TRUE,42.9469,-85.6206,EN,1,Yes,Male,,1967,White,Not Hispanic or Latino,"Graduate or professional degree (MA, MS, MBA, PhD, JD, MD, DDS etc.)",Unemployed and looking for work,"$75,000-$99,999",Michigan,Suburban,,"Yes - I born in the USA, or my parent(s) is a U.S. citizen.",,X (twitter),,Somewhat Liberal,Democrat,Democratic candidate,No,,1.129,30.731,31.683,11,Legal in most cases,Legal,Somewhat difficult,Easier than it is now,A moderate population,Neither adequate nor inadequate,Not at all,2.291,55.393,56.324,16,About the same,About the same,Disagree,Disagree,Disagree,Neither agree nor disagree,10.816,28.853,31.437,6,5,4,9.86,55.084,56.13,14,6,4,Yes,A moderate amount,Some,Very important,"Yes, even without direct U.S. interest",Never heard of it,12.305,31.036,33.138,16,Neutral,Neutral,Neutral,Somewhat biased,AI application in campaign finance,AI application in campaign finance|Immigration policy and law enforcement|Expressing opinions on a political issue|A case decided by the U.S. Supreme Court,6818af85-e4d6-e203-3706-d4e523a8720a,49546,,G1-ForcedTravel|G1-Pew-ABRTLGL|G1-Pew-ABRTN_MED|G1-Pew-ABORTION3|G1-Pew-ABORTION4|Q127,G2-No-Sanctuary|G2-DV1|G2-DV2|G2-DV3-6|Q128,G3-Online|G3-Express|G3-Backlash|Q129,G4-8L1C|G4-Fair|G4-Trust|G4-Decision|Q130,G5-T2|G5-PostT-Relaible|G5-PostT-Fair|G5-PostT-Effective|G5-PostT-Political|Q131
